metric,distribution_group,n_runs,sample_mean,sample_median,sample_sd,ttest_t,ttest_p_one_tailed,ttest_cohen_d,wilcoxon_stat,wilcoxon_p_one_tailed
run_mean_raw_diff,random,50,463.0950666666666,448.8416666666667,89.5450743367681,36.56903122806151,1.5683638573353053e-37,5.171641992556983,1275.0,8.881784197001252e-16
run_mean_raw_diff,misinfo_gt,50,463.2038,453.8466666666667,57.93080120974265,56.5389294143395,1.3793680355073608e-46,7.995812077981404,1275.0,8.881784197001252e-16
run_mean_raw_diff,equal,50,701.7024,708.22,58.51035002358204,84.80183851487733,3.987539627319982e-55,11.992791014191258,1275.0,8.881784197001252e-16
run_mean_raw_diff,real_gt,50,-530.8588000000001,-533.7933333333333,79.62410410509925,-47.14324406552585,1.0,-6.6670615131731585,0.0,1.0
