metric,welch_F,welch_df1,welch_df2,welch_p,eta_squared_descriptive,kruskal_H,kruskal_p,epsilon_squared
run_mean_norm_diff,1.591079700797908,3,102.47558652192106,0.19612230228470395,0.009126769412217038,3.2163940298507896,0.35944956869855144,0.0011040511727081102
