metric,welch_F,welch_df1,welch_df2,welch_p,eta_squared_descriptive,kruskal_H,kruskal_p,epsilon_squared
run_median_norm_diff,1.9998924498578055,3,98.92694265931266,0.11893599548854339,0.010478068948011924,4.115433038975571,0.24926620364217772,0.005690984892732503
