metric,welch_F,welch_df1,welch_df2,welch_p,eta_squared_descriptive,kruskal_H,kruskal_p,epsilon_squared
run_mean_raw_diff,2696.082676938282,3,107.37057726155648,1.1102230246251565e-16,0.9775567980954942,165.21350447761188,1.373761668486059e-35,0.8276199208041423
