filename,config_num,distribution_group,regular_info_count,misinformation_count,total_posts,num_agents,run_mean_raw_diff,run_median_raw_diff,run_pct_positive_raw,run_std_raw_diff,run_mean_norm_diff,run_median_norm_diff,run_pct_positive_norm,run_std_norm_diff,normal_run_mean_norm_diff,normal_run_median_norm_diff,normal_run_pct_positive_norm,normal_n_agents,gullible_run_mean_norm_diff,gullible_run_median_norm_diff,gullible_run_pct_positive_norm,gullible_n_agents,stubborn_run_mean_norm_diff,stubborn_run_median_norm_diff,stubborn_run_pct_positive_norm,stubborn_n_agents
hyp2-config-109s-0.json,109,equal,50,450,500,300,707.5633333333334,419.5,1.0,892.9079916733879,-0.26265925925925926,-0.15999999999999998,0.09,0.43798036907385396,-0.21517777777777777,-0.13111111111111118,0.07,100,-0.2748444444444445,-0.15222222222222215,0.03,100,-0.29795555555555553,-0.2733333333333333,0.17,100
hyp2-config-10s-0.json,10,random,157,429,586,300,433.37666666666667,259.0,1.0,686.7906567089407,-0.5779756902686838,-0.41921666443959427,0.04,0.6484656669508752,-0.370714890205336,-0.2762831648181966,0.01,100,-0.26424672991551973,-0.17950945021008713,0.07,100,-1.098965450685196,-1.2003474232773597,0.04,100
hyp2-config-110s-0.json,110,equal,50,450,500,300,690.8933333333333,399.0,1.0,997.4083483374968,-0.5900740740740741,-0.38333333333333325,0.07,0.7240448506922017,-0.3262666666666666,-0.24888888888888883,0.09,100,-0.2804444444444445,-0.20555555555555555,0.08,100,-1.1635111111111112,-1.1233333333333335,0.04,100
hyp2-config-111s-0.json,111,equal,50,450,500,300,722.0233333333333,391.0,1.0,1135.6283614693089,-1.0911481481481482,-0.8622222222222223,0.04666666666666667,1.0518619168701762,-0.6623555555555555,-0.43999999999999995,0.01,100,-0.44939999999999997,-0.42222222222222217,0.1,100,-2.1616888888888885,-2.216666666666667,0.03,100
hyp2-config-112s-0.json,112,equal,50,450,500,300,648.98,381.0,1.0,958.3109826136781,-0.901525925925926,-0.881111111111111,0.02666666666666667,0.677087787717802,-0.7881111111111113,-0.7633333333333333,0.02,100,-0.7706888888888891,-0.7322222222222222,0.02,100,-1.1457777777777776,-1.2488888888888887,0.04,100
hyp2-config-113s-0.json,113,equal,50,450,500,300,737.6666666666666,412.0,1.0,1100.6164169286826,-0.5122074074074074,-0.3288888888888889,0.04,0.6765896096780543,-0.33142222222222223,-0.2366666666666667,0.03,100,-0.2911111111111111,-0.18,0.04,100,-0.9140888888888887,-0.9788888888888889,0.05,100
hyp2-config-114s-0.json,114,equal,50,450,500,300,713.9666666666667,397.0,1.0,1039.183036572748,-0.7504740740740741,-0.5922222222222222,0.04,0.7627231810568319,-0.43735555555555555,-0.3111111111111111,0.05,100,-0.3141333333333334,-0.29333333333333345,0.05,100,-1.4999333333333333,-1.5477777777777777,0.02,100
hyp2-config-115s-0.json,115,equal,50,450,500,300,716.67,393.0,1.0,938.264466161614,-0.7096222222222222,-0.6322222222222222,0.03666666666666667,0.632142848073743,-0.5276666666666666,-0.5211111111111111,0.03,100,-0.4293111111111111,-0.4344444444444444,0.04,100,-1.1718888888888888,-1.1688888888888886,0.04,100
hyp2-config-116s-0.json,116,equal,50,450,500,300,651.1266666666667,398.0,1.0,889.3749885113256,-0.5093777777777778,-0.4511111111111111,0.04,0.5935989462497473,-0.30464444444444444,-0.16666666666666657,0.04,100,-0.3002222222222223,-0.24,0.03,100,-0.9232666666666667,-0.948888888888889,0.05,100
hyp2-config-117s-0.json,117,equal,50,450,500,300,728.9866666666667,411.0,1.0,1011.0588938227829,-0.8272592592592591,-0.6499999999999999,0.06,0.9607958138990255,-0.38631111111111116,-0.38444444444444437,0.09,100,-0.4886,-0.42333333333333334,0.04,100,-1.6068666666666667,-1.6222222222222222,0.05,100
hyp2-config-118s-0.json,118,equal,50,450,500,300,663.8666666666667,392.0,1.0,1038.6903296420264,-0.7616592592592591,-0.6366666666666667,0.04666666666666667,0.8218726822047532,-0.3632888888888889,-0.3977777777777776,0.1,100,-0.5177777777777778,-0.4244444444444444,0.02,100,-1.403911111111111,-1.2055555555555555,0.02,100
hyp2-config-119s-0.json,119,equal,50,450,500,300,586.7033333333334,395.0,1.0,757.7800984328006,-1.008688888888889,-0.6111111111111112,0.023333333333333334,1.016007334700961,-0.4768444444444444,-0.3222222222222222,0.02,100,-0.42397777777777784,-0.29000000000000004,0.03,100,-2.1252444444444447,-2.1433333333333335,0.02,100
hyp2-config-11s-0.json,11,random,147,459,606,300,517.16,308.0,1.0,737.0803660071114,-0.5188427963778103,-0.30474411987017036,0.03,0.6200634465483625,-0.22878529189453556,-0.1843181717131297,0.05,100,-0.20037303810413054,-0.16217598150371254,0.01,100,-1.127370059134765,-1.126495042461429,0.03,100
hyp2-config-120s-0.json,120,equal,50,450,500,300,779.86,428.0,1.0,963.9697016429608,-0.07035555555555555,-0.11888888888888904,0.28,0.4144754585936983,-0.1670222222222222,-0.14555555555555555,0.13,100,-0.16420000000000004,-0.15999999999999992,0.04,100,0.1201555555555556,0.0955555555555554,0.67,100
hyp2-config-121s-0.json,121,equal,50,450,500,300,725.86,416.5,1.0,1107.3308595484737,-0.4918666666666667,-0.28888888888888886,0.14333333333333334,0.6722887347435188,-0.2348444444444445,-0.07777777777777772,0.27,100,-0.20660000000000003,-0.04444444444444451,0.13,100,-1.0341555555555555,-1.0566666666666666,0.03,100
hyp2-config-122s-0.json,122,equal,50,450,500,300,656.33,399.0,1.0,950.3005656018929,-0.783088888888889,-0.508888888888889,0.02666666666666667,0.8493773011706887,-0.45971111111111107,-0.3044444444444444,0.0,100,-0.42948888888888886,-0.32888888888888895,0.03,100,-1.4600666666666666,-1.2744444444444443,0.05,100
hyp2-config-123s-0.json,123,equal,50,450,500,300,716.1766666666666,410.0,1.0,992.176543312338,-0.3754888888888889,-0.3044444444444445,0.04666666666666667,0.4993801638025929,-0.33675555555555553,-0.27888888888888896,0.01,100,-0.23588888888888895,-0.20999999999999996,0.04,100,-0.5538222222222222,-0.5111111111111112,0.09,100
hyp2-config-124s-0.json,124,equal,50,450,500,300,623.8733333333333,391.0,1.0,845.4857446681242,-0.9250814814814816,-0.7066666666666666,0.023333333333333334,0.8438355815766125,-0.5462888888888888,-0.4077777777777777,0.03,100,-0.45886666666666664,-0.4188888888888888,0.02,100,-1.7700888888888895,-1.9522222222222219,0.02,100
hyp2-config-125s-0.json,125,equal,50,450,500,300,783.0133333333333,416.5,1.0,1128.7251131664125,-0.3976888888888889,-0.3422222222222221,0.07,0.6103144365539817,-0.20695555555555564,-0.20777777777777784,0.11,100,-0.11097777777777779,-0.10000000000000009,0.07,100,-0.8751333333333333,-0.8866666666666665,0.03,100
hyp2-config-126s-0.json,126,equal,50,450,500,300,583.9,378.0,1.0,941.4104713594832,-1.2942666666666667,-1.0766666666666667,0.03,1.1721973423260652,-0.9149333333333334,-0.8211111111111112,0.03,100,-0.5116888888888889,-0.4422222222222222,0.04,100,-2.4561777777777776,-2.5100000000000007,0.02,100
