metric,distribution_group,n_runs,sample_mean,sample_median,sample_sd,ttest_t,ttest_p_one_tailed,ttest_cohen_d,wilcoxon_stat,wilcoxon_p_one_tailed
run_mean_norm_diff,random,50,-0.6003573474821556,-0.6078804785057654,0.14717602595374416,-28.84415099462067,1.0,-4.079178953172995,0.0,1.0
run_mean_norm_diff,misinfo_gt,50,-0.6040727407407407,-0.6049,0.15024369863291295,-28.430072954430663,1.0,-4.020619475141237,0.0,1.0
run_mean_norm_diff,equal,50,-0.6084207407407408,-0.5641,0.2853113396659483,-15.078911062421625,1.0,-2.132480053029436,0.0,1.0
run_mean_norm_diff,real_gt,50,-0.6437930987106054,-0.6511060601008669,0.0875903637677052,-51.97266527932998,1.0,-7.350044811070572,0.0,1.0
