metric,distribution_group,n_runs,sample_mean,sample_median,sample_sd,ttest_t,ttest_p_one_tailed,ttest_cohen_d,wilcoxon_stat,wilcoxon_p_one_tailed
run_median_norm_diff,random,50,-0.4449408404346277,-0.4653768443758409,0.12207199150559404,-25.773372058384837,1.0,-3.644905231305561,0.0,1.0
run_median_norm_diff,misinfo_gt,50,-0.44042222222222216,-0.4261111111111111,0.12319094352422795,-25.27990540614163,1.0,-3.575118508087442,0.0,0.9999999996223243
run_median_norm_diff,equal,50,-0.43922222222222224,-0.3833333333333333,0.248327867253808,-12.506732136660569,1.0,-1.7687190208632815,0.0,1.0
run_median_norm_diff,real_gt,50,-0.47750391606146814,-0.47477942762832415,0.05955891348790454,-56.6911377855754,1.0,-8.017337592272256,0.0,1.0
