metric,welch_F,welch_df1,welch_df2,welch_p,eta_squared_descriptive,kruskal_H,kruskal_p,epsilon_squared
run_median_raw_diff,4076.975794995516,3,100.69074120885875,1.1102230246251565e-16,0.9883308899685054,167.9238657941834,3.571541241437262e-36,0.8414482948682827
